Video_Title,Comment_Text,Comment_Date,Like_Count,Language_Label,Sentiment_Score,Sentiment_Label,Nature_Aligned
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,aise to aatma ka parmatma se milan ho jayega hum log to aam insan hai,2025-09-25T15:33:55Z,0,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,guru ji ko pranam,2025-10-07T15:34:11Z,0,English,0.0,Neutral,1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,गुर जी को प्रणाम,2025-09-24T12:42:10Z,1,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,omsahnti,2025-09-25T11:08:06Z,0,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,adbhutt bahut hi badhiya prabhu sada sb pr kripa karein,2025-09-24T13:15:08Z,0,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,bahut hi badhiya guruji,2025-09-25T15:31:35Z,0,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,guru ji parnaaam ji thanks ji,2025-09-26T04:06:37Z,0,English,0.4404,Positive,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,very good,2025-09-28T07:25:59Z,0,English,0.4927,Positive,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,,2025-09-24T12:37:43Z,1,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,thank you sir,2025-09-25T17:02:18Z,0,English,0.3612,Positive,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,jay shree dada mahakalji,2025-09-24T12:36:22Z,0,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,,2025-09-25T13:47:34Z,0,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,,2025-09-26T04:07:00Z,0,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,,2025-09-26T06:57:45Z,0,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,,2025-09-26T02:43:11Z,0,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,nice information,2025-09-24T13:35:00Z,0,English,0.4215,Positive,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,sir prostate ki cyst ki bimari ki diet batao,2025-09-26T11:08:22Z,0,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,sir mujhe bhi ana h,2025-11-11T01:25:12Z,0,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,nds me ana h kaise aye,2025-11-11T01:28:56Z,0,English,0.0,Neutral,-1
नवरात्रि व्रत हेल्थ गाइड | 4 स्टेज में बीमारी दूर करने का तरीका,ab main enema lene ko soch raha hu kyu 9we din tak kala kala latrine ho raha tha lagta hai puri tarah se safai nahi hui hai sayad enema se safai ho jaye,2025-10-07T02:19:08Z,0,English,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,bahut achcha banaya hai nds ki team ke sath hai,2026-01-27T11:22:36Z,0,English,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,ऐसे ही बताते रहना हर एक हमको भी मतलब जैसा कि रोग से मुक्त होना है तो आपका खाना खाकर हो सकते हैं तो हो सकते हैंधन्यवाद,2025-12-19T12:19:35Z,1,Hindi,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,too good thank you very much,2025-10-02T11:45:58Z,1,English,0.6597,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,bahut badhiya है,2025-09-21T15:06:09Z,3,English,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,nice recipe daily share one recipe,2025-09-20T12:48:45Z,3,English,0.6124,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,1000 effective,2025-09-22T04:53:12Z,2,English,0.4767,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,super recipee with short video w o wasting much time thank you for delicious recipee,2025-09-22T05:28:35Z,0,English,0.8126,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,great recepy,2025-09-20T14:04:42Z,2,English,0.6249,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,,2025-10-01T05:44:02Z,0,English,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,,2025-09-22T04:53:26Z,0,English,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,हमारे इलाहाबाद में भी एक शिविर करिए प्लीज,2025-09-22T16:27:34Z,2,Hindi,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,बहुत ही मज़ेदार और स्वास्थ्य प्रद रेसिपी,2025-09-23T17:04:39Z,0,Hindi,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,include reddish jay ho,2025-09-25T06:37:29Z,0,English,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,,2025-09-21T13:05:48Z,2,English,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,thank you didi,2025-10-05T11:43:33Z,0,English,0.3612,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,very healthy,2025-10-07T13:19:56Z,0,English,0.4576,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,nice,2025-09-21T05:53:41Z,1,English,0.4215,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,nice,2025-09-20T16:18:04Z,2,English,0.4215,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,pls every day ek recipe share kare plss,2025-09-21T15:10:09Z,1,English,0.3612,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,nice,2025-09-20T16:52:25Z,2,English,0.4215,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,moong fali kacchi hai ya rosted hai pls btye,2025-09-21T15:11:30Z,4,English,0.0772,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,take mota chivda sock in water chivda graded beetroot reddish and cucumber pineapple by choice,2025-09-25T06:44:38Z,0,English,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,nice respi,2025-09-22T10:53:28Z,0,English,0.4215,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,delhi main shiver kab hain,2025-10-01T06:10:02Z,0,English,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,sir mujhe fistula he,2025-10-31T11:35:56Z,0,English,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,दीदी नमस्ते आजकल हर सब्जी और फल मे खूब ज्यादा केमिकल डाल रहे है ऐसे में इसे कैसे केमिकल फ्री करे।,2025-10-18T00:11:02Z,0,Hindi,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,अपने वेजिटेबल बेल बनाई है उसमें कच्चा आलू डाला है लेकिन मैंने कभी कच्चा आलू किसी को खाते हुए नहीं देखा है कच्चा आलू खाना बहुत ही खतरनाक है प्लीज एक्सप्लेन कीजिए,2025-10-27T07:15:03Z,0,Hindi,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,what is beat root hai kya,2025-09-25T04:21:28Z,0,English,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,निंबू का रस नही डाला l,2025-09-20T12:55:24Z,2,Hindi,0.4588,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,dry coconut hai kya,2025-09-24T16:37:22Z,0,English,0.0,Neutral,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,please work on graded sweet potato when you grade it very fine it s eatable sweet potato pomegranate seed graded reddish graded fresh coconut graded beetroot coconut should be graded as longer flack on grading machine surf mauritius cucumber salad site,2025-09-25T06:55:35Z,0,English,0.8932,Positive,-1
नो कुकिंग | Delicious भरलेल टमाटर रेसिपी | NDS By BV Chauhan,nice respi,2025-09-26T12:55:21Z,0,English,0.4215,Positive,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,परम पूज्य गुरुदेव को सत सत नमन गुरुजी से अपील है कि हिंदी में ही वीडियो यूट्यूब पर डाले क्योंकि गुजराती में तो सिर्फ गुजरात वाले ही समझ सकते हमें गुजराती नहीं आती इसलिए हमें परेशानी होती है कृपया हिंदी में ही वीडियो डालें,2025-09-19T14:11:54Z,3,Hindi,0.0,Neutral,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,,2025-09-19T15:43:39Z,0,English,0.0,Neutral,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,,2025-09-20T09:33:53Z,0,English,0.0,Neutral,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,khub saras mahiti,2025-09-19T14:43:05Z,0,English,0.0,Neutral,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,guru ji parnaaam ji thanks ji,2025-09-20T03:45:56Z,0,English,0.4404,Positive,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,,2025-09-19T17:17:23Z,0,English,0.0,Neutral,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,hindi me bolyie g,2025-09-23T01:06:44Z,0,English,0.0,Neutral,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,दिन साहब क्या बोलते है वो कुछ समजमें नही आ रहा है गुरुजी आप ट्रांसलेट करके रिपीट करे तो अच्छा रहेगा,2025-09-20T03:48:10Z,0,Hindi,0.0,Neutral,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,sir ek baat hai aapse naturopathy me duble patle hote hai sab fir desh me pehlwan log kaise international level tak jayenge issebody weak ho jaati hai bahut,2025-09-19T13:33:03Z,0,English,-0.4404,Negative,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,ha barabar hai hame gujrati nahi damzate,2025-09-19T15:41:31Z,0,English,0.34,Positive,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,mujhe gujrati nahi aati hai,2025-09-19T16:19:31Z,0,English,0.0,Neutral,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,hindi me dala karo ji,2025-09-19T13:30:19Z,0,English,0.0,Neutral,-1
पुरानी बीमारियों को कहें अलविदा – NDS सेमिनार मोरबी (गुजराती में) ,atuemune m kam karega ye,2025-09-19T12:38:46Z,0,English,0.0,Neutral,-1
कच्ची भरेली भिंडी रेसिपी | भिंडी का सबसे अनोखा स्वाद | Recipes By BV Chauhan,very nice video pls post more recipes,2025-11-26T04:40:39Z,1,English,0.5657,Positive,-1
कच्ची भरेली भिंडी रेसिपी | भिंडी का सबसे अनोखा स्वाद | Recipes By BV Chauhan,dekhte hain munh mein pani a gaya main gorakhpur se hun jay siyaram,2025-10-26T16:30:12Z,0,English,0.0,Neutral,-1
कच्ची भरेली भिंडी रेसिपी | भिंडी का सबसे अनोखा स्वाद | Recipes By BV Chauhan,राम राम,2025-09-16T13:10:25Z,0,English,0.0,Neutral,-1
कच्ची भरेली भिंडी रेसिपी | भिंडी का सबसे अनोखा स्वाद | Recipes By BV Chauhan,daily share one recipe,2025-09-16T18:43:19Z,1,English,0.296,Positive,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,looks great,2025-11-22T16:01:53Z,0,English,0.6249,Positive,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,healthy recipe,2025-09-13T15:44:42Z,0,English,0.4019,Positive,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,nice sharing,2025-09-30T12:51:26Z,0,English,0.6808,Positive,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,,2025-09-13T17:55:35Z,0,English,0.0,Neutral,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,food diet ka ek bhi ek video bhejiye,2025-11-08T09:09:05Z,0,English,0.0,Neutral,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,very nice recipe please share more recipes of raw food,2025-09-13T15:27:33Z,0,English,0.7818,Positive,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,b v chauhan गुरुजी ने ही यह व्हिडिओ ग्रुप पर पोस्ट किया है,2025-09-13T17:34:54Z,0,Hindi,0.0,Neutral,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,chat masala recipe please,2025-09-17T03:23:02Z,0,English,0.3182,Positive,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,गैस बन रही हैं काफ़ी दिनों से nds फ़ॉलो करते हुए 5 महीने हों गए हैं,2026-02-15T17:13:33Z,0,Hindi,0.0,Neutral,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,this is not nds by bv chauhan guruji never supports grains and seeds,2025-09-13T13:18:38Z,2,English,-0.2755,Negative,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,पर चौहान साहब तो स्प्राउट का फेवर नहीं करते अनाज दालें तो पक्षियों का भोजन हैं,2025-09-18T07:02:37Z,1,Hindi,0.0,Neutral,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,निम्बू को फेंक क्यों दिया,2025-09-14T13:55:29Z,0,Hindi,0.0,Neutral,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,चाट मसाला कैसे बनाते है घर पे उसका भी एक व्हिडिओ चाहिए,2025-09-13T17:33:13Z,1,Hindi,0.0,Neutral,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,8 din pahele pujya b v chauhan gurujee ne video dale h ki sprout is not human food it is grain grain is the food of birds birds intestine is designed to eat grains so sprout is not human food thank you,2025-09-14T16:26:15Z,1,English,-0.2755,Negative,-1
NDS Sprout Salad Chaat-Receipe by BV Chauhan | Without Onion Salad Receipe | Beginner Receipe,best recipes,2025-09-13T13:33:31Z,0,English,0.6369,Positive,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",nds is the best diet in the world,2025-09-11T13:25:22Z,7,English,0.6369,Positive,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",bahut bahut pranam guru ji,2025-09-11T19:50:51Z,3,English,0.0,Neutral,1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",b v chauhan sir ko sat sat pranam aabhar,2025-09-14T04:42:13Z,1,English,0.0,Neutral,1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",बहुत अच्छा मिरॅकल अनुभव है अभिनंदन और बहुत शुभकामना,2025-09-14T10:27:43Z,1,Hindi,0.0,Neutral,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",pranam guruji,2025-09-11T14:07:36Z,4,English,0.0,Neutral,1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",good good good,2025-09-13T06:58:47Z,1,English,0.8271,Positive,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",राम राम,2025-09-11T14:01:18Z,3,English,0.0,Neutral,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",,2025-09-11T15:26:33Z,3,English,0.0,Neutral,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",wow salute,2025-11-05T14:50:30Z,0,English,0.5859,Positive,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",nds is best,2025-09-16T11:29:55Z,1,English,0.6369,Positive,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",nds,2025-09-18T14:16:47Z,1,English,0.0,Neutral,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",सर dayet नहीं हे ए जीवन श्यली हे अपने जिंदगी की,2025-09-11T16:15:05Z,2,Hindi,0.0,Neutral,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",राम राम जी हम को भी फायदा हूआ है बहूत असरदार है nds,2025-09-12T00:33:04Z,2,Hindi,0.0,Neutral,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",,2025-09-14T11:45:57Z,1,English,0.0,Neutral,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",,2025-09-11T17:53:27Z,2,English,0.0,Neutral,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",nds se mujhe bhi bahut fayda hua hai,2025-09-12T05:19:10Z,1,English,0.0,Neutral,-1
"पैरों में Cyst का ऑपरेशन बेकार, NDS असरदार💪🏻",hamko bhi fayda kiya hai,2025-09-11T13:39:38Z,3,English,0.0,Neutral,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",duniya vahi sunana chahti hai jisme vo khusi mahsus karti hai jisme khud ko khusi mile vahi sahi hai,2025-09-09T13:07:06Z,2,English,0.0,Neutral,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",very good sir ji salute,2025-09-09T12:49:18Z,0,English,0.4927,Positive,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",very nice,2025-09-12T09:24:04Z,0,English,0.4754,Positive,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",1000 true guruji,2025-09-10T01:05:36Z,2,English,0.4215,Positive,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",guru ji parnaaam ji thanks ji,2025-09-10T20:17:29Z,0,English,0.4404,Positive,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",thank you sir mere sath bhi aesa huva he,2025-09-16T17:15:12Z,0,English,0.3612,Positive,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",,2025-09-10T20:17:47Z,0,English,0.0,Neutral,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",,2025-09-09T16:25:40Z,0,English,0.0,Neutral,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",राम राम,2025-09-09T22:09:35Z,1,English,0.0,Neutral,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",please share the address,2025-09-20T03:52:26Z,0,English,0.5423,Positive,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",68 se mera wait 55 aa chuka hai but i am feeling more energetic,2025-09-09T13:07:50Z,4,English,0.7218,Positive,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",nds bahut achha hai,2025-09-09T14:28:14Z,0,English,0.0,Neutral,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",address kya hai aapka,2025-09-20T03:51:55Z,0,English,0.0,Neutral,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",अभी तो मैं nds ट्रेनिंग सेंटर सूरत में चलारहा हूं और मैं स्पष्ट बताता हूं कि वेट लॉस फैट लॉस की जरूरत नहीं है आप सही रास्ते पर चलेंगे तो शरीर में से खुद शरीर के हीलिंग से गंदगी की मल रोग फैट चर्बी कचरा जो भी नाम दे दो वह अपने आप काम हो जाता है,2025-09-11T01:53:58Z,0,Hindi,0.0,Neutral,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",,2025-09-09T18:01:20Z,0,English,0.0,Neutral,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",namaste glad to know about your diet system can you share the reference about this diet in ram charit manas namaste,2025-09-11T14:52:33Z,0,English,0.6369,Positive,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",sir meri per ki unglia sunn ho jati he uska elaj kya he,2025-09-09T16:14:44Z,0,English,0.0,Neutral,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",guruji mera khud ka anubhav he sir,2025-09-10T05:53:13Z,1,English,0.0,Neutral,-1
"Weightloss | शरीर आधा हे, पर एनर्जी पूरा हे । जानिए कैसे?✨ NDS वेटलॉस |",जैसा आपका कैप्शन झूठा है आप भी झूठे ही होंगे लोगो को सिर्फ गुमराह कर रहे हो,2025-09-21T17:17:16Z,0,Hindi,0.0,Neutral,-1
Is Sprouts really Superfood? स्प्राउट्स पक्षियों के लिए हैं या इंसानों के लिए!,nds is great best in the world,2025-09-08T03:24:58Z,1,English,0.8519,Positive,-1
Is Sprouts really Superfood? स्प्राउट्स पक्षियों के लिए हैं या इंसानों के लिए!,nice sirji,2025-10-02T09:42:08Z,1,English,0.4215,Positive,-1
Is Sprouts really Superfood? स्प्राउट्स पक्षियों के लिए हैं या इंसानों के लिए!,really sprouts raw khane se stomach pain hota hai toh mein cook karke khate hoon,2025-09-11T07:15:49Z,0,English,-0.5106,Negative,-1
Is Sprouts really Superfood? स्प्राउट्स पक्षियों के लिए हैं या इंसानों के लिए!,आपकी यह बात सुनकर में आश्चर्य चकित हूं फिर खाए तो क्या खाएं,2025-09-10T03:17:21Z,0,Hindi,0.0,Neutral,-1
Is Sprouts really Superfood? स्प्राउट्स पक्षियों के लिए हैं या इंसानों के लिए!,namaste guruji,2025-09-08T04:56:00Z,0,English,0.0,Neutral,-1
Is Sprouts really Superfood? स्प्राउट्स पक्षियों के लिए हैं या इंसानों के लिए!,,2025-09-09T06:52:35Z,0,English,0.0,Neutral,-1
Is Sprouts really Superfood? स्प्राउट्स पक्षियों के लिए हैं या इंसानों के लिए!,kyu anaj plant based nhi h kya,2025-09-10T13:59:58Z,0,English,0.0,Neutral,-1
Is Sprouts really Superfood? स्प्राउट्स पक्षियों के लिए हैं या इंसानों के लिए!,,2025-09-09T17:37:02Z,0,English,0.0,Neutral,-1
Is Sprouts really Superfood? स्प्राउट्स पक्षियों के लिए हैं या इंसानों के लिए!,sir mugfali kaju badam aur pista kiske liye hv kisiko pta h to bta sakte h,2025-09-16T10:45:30Z,0,English,0.0,Neutral,-1
Is Sprouts really Superfood? स्प्राउट्स पक्षियों के लिए हैं या इंसानों के लिए!,,2025-09-09T00:00:19Z,0,English,0.0,Neutral,-1
What are the health benefits of Onion-Garlic? । क्या प्याज़-लहसुन क्रोध का कारण हैं?,आपकी वीडियो का इंतजार रोज रहता है,2025-09-04T16:53:54Z,2,Hindi,0.0,Neutral,-1
What are the health benefits of Onion-Garlic? । क्या प्याज़-लहसुन क्रोध का कारण हैं?,pranam guruji,2025-09-05T03:58:03Z,1,English,0.0,Neutral,1
What are the health benefits of Onion-Garlic? । क्या प्याज़-लहसुन क्रोध का कारण हैं?,क्रोध का कारण काम अर्थात कामनाएं है कामोत्भवति क्रोधं जिसमें कोई कामना नही उसे कभी क्रोध नही आता,2025-09-06T15:18:46Z,1,Hindi,0.0,Neutral,-1
What are the health benefits of Onion-Garlic? । क्या प्याज़-लहसुन क्रोध का कारण हैं?,प्रणाम गुरुजी,2025-09-04T16:54:09Z,0,English,0.0,Neutral,-1
What are the health benefits of Onion-Garlic? । क्या प्याज़-लहसुन क्रोध का कारण हैं?,राम राम,2025-09-04T13:59:43Z,0,English,0.0,Neutral,-1
What are the health benefits of Onion-Garlic? । क्या प्याज़-लहसुन क्रोध का कारण हैं?,,2025-09-13T06:13:22Z,0,English,0.0,Neutral,-1
What are the health benefits of Onion-Garlic? । क्या प्याज़-लहसुन क्रोध का कारण हैं?,अंग्रेजी में सुन रहा है कृपया करके इसे हिंदी में कर दीजिए,2025-10-08T11:40:54Z,0,Hindi,0.0,Neutral,-1
What are the health benefits of Onion-Garlic? । क्या प्याज़-लहसुन क्रोध का कारण हैं?,,2025-09-05T04:17:05Z,0,English,0.0,Neutral,-1
What are the health benefits of Onion-Garlic? । क्या प्याज़-लहसुन क्रोध का कारण हैं?,थाईराईडके लियेखाना बताये,2025-09-06T00:54:44Z,0,Hindi,0.0,Neutral,-1
What are the health benefits of Onion-Garlic? । क्या प्याज़-लहसुन क्रोध का कारण हैं?,,2025-09-04T17:05:46Z,0,English,0.0,Neutral,-1
What are the health benefits of Onion-Garlic? । क्या प्याज़-लहसुन क्रोध का कारण हैं?,आपकी आवाज हिंदी मे नहीं इंग्लिश मे सुनाई जा रही है पिछले २ ३ व्हिडिओ मे समान प्रॉब्लेम आ रहा हैं प्लीज कुछ करिये हमे आपका आवाज हिंदी मे सुनाई दे प्रणाम,2025-09-04T13:04:00Z,0,Hindi,0.0,Neutral,-1
